CountryCode,SeriesCode,DESCRIPTION
"MAR","SP.POP.65UP.FE.ZS","Morocco only. (Excluding former Spanish Sahara)"
"MAR","MS.MIL.XPND.CN","1968-1969 SIPRI estimates."
"MAR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MAR","SP.POP.65UP.MA.ZS","Morocco only. (Excluding former Spanish Sahara)"
"MAR","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Including nationals residing abroad."
"MAR","SP.POP.0014.MA.ZS","Morocco only. (Excluding former Spanish Sahara)"
"MAR","IT.MLT.MAIN","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications."
"MAR","SP.POP.65UP.TO.ZS","Morocco only. (Excluding former Spanish Sahara)"
"MAR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MAR","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"MAR","NY.GDP.PCAP.PP.KD","Data cover Western Sahara."
"MAR","NY.GDP.PCAP.KN","Data cover Western Sahara."
"MAR","NY.GDP.PCAP.KD.ZG","Data cover Western Sahara."
"MAR","NY.ADJ.NNTY.PC.CD","Data cover Western Sahara."
"MAR","NY.ADJ.NNTY.PC.KD","Data cover Western Sahara."
"MAR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"MAR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MAR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MAR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MAR","NY.ADJ.NNTY.PC.KD.ZG","Data cover Western Sahara."
"MAR","IS.RRS.GOOD.MT.K6","Source: OECD"
"MAR","NY.GDP.PCAP.KD","Data cover Western Sahara."
"MAR","NY.GDP.PCAP.CN","Data cover Western Sahara."
"MAR","NY.GDP.PCAP.CD","Data cover Western Sahara."
"MAR","NY.GDP.PCAP.PP.CD","Data cover Western Sahara."
"MAR","SP.POP.TOTL.MA.ZS","Morocco only. (Excluding former Spanish Sahara)"
"MAR","SP.POP.0014.FE.ZS","Morocco only. (Excluding former Spanish Sahara)"
"MAR","MS.MIL.XPND.CD","1968-1969 SIPRI estimates."
"MCO","SP.DYN.CDRT.IN","Data source: Eurostat"
"MCO","SP.DYN.CBRT.IN","Data source: Eurostat"
"MCO","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"MCO","SP.POP.GROW","Data source: United Nations World Population Prospects"
"MCO","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in hotels and similar establishments."
"MCO","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MDA","SP.POP.65UP.MA.ZS","Including Transnistria."
"MDA","SP.POP.65UP.FE.ZS","Including Transnistria."
"MDA","SP.POP.1564.TO.ZS","Including Transnistria."
"MDA","SP.POP.1564.FE.ZS","Including Transnistria."
"MDA","NY.GNP.MKTP.PP.KD","Excludes Transnistria."
"MDA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MDA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MDA","NY.GDP.PCAP.KD","Excludes Transnistria."
"MDA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MDA","NY.GDP.PCAP.CN","Excludes Transnistria."
"MDA","SP.POP.1564.MA.ZS","Including Transnistria."
"MDA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"MDA","IS.RRS.GOOD.MT.K6","Source: OECD"
"MDA","SM.POP.NETM","Data source and note: United Nations World Population Prospects. Including Transnistria."
"MDA","NY.GNP.PCAP.KD.ZG","Excludes Transnistria."
"MDA","NE.CON.PRVT.PC.KD.ZG","Excludes Transnistria."
"MDA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MDA","NY.GNP.PCAP.KD","Excludes Transnistria."
"MDA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"MDA","NY.GNP.PCAP.CN","Excludes Transnistria."
"MDA","SP.DYN.TFRT.IN","Data source and note: United Nations World Population Prospects. Including Transnistria."
"MDA","IT.CEL.SETS.P2","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics."
"MDA","NY.GDP.PCAP.CD","Excludes Transnistria."
"MDA","NY.GNP.PCAP.CD","Excludes Transnistria."
"MDA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Transnistria."
"MDA","SP.POP.0014.TO.ZS","Including Transnistria."
"MDA","IT.MLT.MAIN.P2","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics."
"MDA","SP.DYN.LE00.MA.IN","Data source and note: United Nations World Population Prospects. Including Transnistria."
"MDA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MDA","SP.POP.DPND.YG","Including Transnistria."
"MDA","SP.POP.DPND","Including Transnistria."
"MDA","IT.CEL.SETS","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics."
"MDA","EN.POP.DNST","Excludes Transnistria."
"MDA","SP.POP.0014.FE.ZS","Including Transnistria."
"MDA","NE.CON.PRVT.PC.KD","Excludes Transnistria."
"MDA","NY.GNP.PCAP.KN","Excludes Transnistria."
"MDA","SP.POP.65UP.TO.ZS","Including Transnistria."
"MDA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MDA","NY.GNP.PCAP.PP.CD","Excludes Transnistria."
"MDA","SP.POP.0014.MA.ZS","Including Transnistria."
"MDA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MDA","NY.GDP.PCAP.PP.KD","Excludes Transnistria."
"MDA","SP.DYN.TO65.FE.ZS","Including Transnistria."
"MDA","NY.GDP.PCAP.PP.CD","Excludes Transnistria."
"MDA","IT.NET.BBND.P2","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics."
"MDA","NY.GDP.PCAP.KN","Excludes Transnistria."
"MDA","SP.POP.DPND.OL","Including Transnistria."
"MDA","NY.GDP.PCAP.KD.ZG","Excludes Transnistria."
"MDA","SP.POP.BRTH.MF","Including Transnistria."
"MDA","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population."
"MDA","NY.GNP.PCAP.PP.KD","Excludes Transnistria."
"MDA","SP.POP.65UP.TO","Derived using ratio of age group from WPP and World Bank population."
"MDA","SP.POP.65UP.MA.IN","Derived using ratio of age group from WPP and World Bank population."
"MDA","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population."
"MDA","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population."
"MDA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Transnistria."
"MDA","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population."
"MDA","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population."
"MDA","SP.POP.0014.TO","Derived using ratio of age group from WPP and World Bank population."
"MDA","SP.POP.0014.MA.IN","Derived using ratio of age group from WPP and World Bank population."
"MDA","SP.DYN.TO65.MA.ZS","Including Transnistria."
"MDA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"MDA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed for 2022 are based on reports provided by the country. Long-term private nonguaranteed debt and short-term debt data for 2022 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible, but not participating in 2020 and 2021."
"MDA","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments. 1995-2003: Visitors who have benefited from tourism services provided by the tourism agencies and tour operators (titulars of tourism licences). From 2004: non-resident tourists staying in all types of accommodation establishments; Excluding the left side of the river Nistru and the municipality of Bender."
"MDA","SP.ADO.TFRT","Including Transnistria."
"MDA","SP.POP.GROW","Data source: National Bureau of Statistics. Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova."
"MDA","SP.DYN.CDRT.IN","Data source and note: United Nations World Population Prospects. Including Transnistria."
"MDA","IT.NET.BBND","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics."
"MDA","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists). Visitors who have benefited from tourism services provided by the tourism agencies and tour operators (titulars of tourism licences)."
"MDA","IS.RRS.PASG.KM","Source: OECD"
"MDA","IT.MLT.MAIN","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics."
"MDA","IT.NET.USER.ZS","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics."
"MDA","SP.DYN.CBRT.IN","Data source and note: United Nations World Population Prospects. Including Transnistria."
"MDA","SP.POP.TOTL","Data source: National Bureau of Statistics. Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova."
